skill,jobkey
HTML5,7e951eff963e866f
SQL,7e951eff963e866f
PHP,7e951eff963e866f
Python,0f9fc0af79f801a5
Linux,0f9fc0af79f801a5
Dc,0f9fc0af79f801a5
"C shell",0f9fc0af79f801a5
Arduino,0f9fc0af79f801a5
Python,db7f182cb53e96dc
Linux,db7f182cb53e96dc
SQL,db7f182cb53e96dc
Python,65346885dafafc31
JavaScript,65346885dafafc31
SQL,65346885dafafc31
PHP,65346885dafafc31
Oracle,65346885dafafc31
Python,9c30ad2ca5afb78e
Linux,9c30ad2ca5afb78e
SQL,9c30ad2ca5afb78e
Python,0b45c5e5756f9b25
Scala,0b45c5e5756f9b25
Python,f6e15465b6cf53e2
HTML5,f6e15465b6cf53e2
SQL,f6e15465b6cf53e2
Python,1cd2e294240774e0
CSS,1cd2e294240774e0
SQL,1cd2e294240774e0
PHP,1cd2e294240774e0
HTML,1cd2e294240774e0
Python,a0f4e82d0b774c95
"Windows Server",a0f4e82d0b774c95
MySQL,a0f4e82d0b774c95
Linux,a0f4e82d0b774c95
OpenStack,a0f4e82d0b774c95
Redis,a0f4e82d0b774c95
Python,f8f6c463293b4d94
CSS,f8f6c463293b4d94
SQL,f8f6c463293b4d94
PHP,f8f6c463293b4d94
HTML,f8f6c463293b4d94
Python,2566676198d55099
Python,9e7ce95bbb487380
"Windows Server",9e7ce95bbb487380
MySQL,9e7ce95bbb487380
Linux,9e7ce95bbb487380
OpenStack,9e7ce95bbb487380
Redis,9e7ce95bbb487380
Python,df6f764da3fbe6a5
Xenia,df6f764da3fbe6a5
"Objective C",df6f764da3fbe6a5
PowerShell,df6f764da3fbe6a5
Puppet,df6f764da3fbe6a5
Linux,df6f764da3fbe6a5
C#,df6f764da3fbe6a5
Xena,df6f764da3fbe6a5
Xen,df6f764da3fbe6a5
OS,df6f764da3fbe6a5
Perl,df6f764da3fbe6a5
Python,9c5b4f514f2eb82e
Erlang,9c5b4f514f2eb82e
MySQL,9c5b4f514f2eb82e
OpenVPN,9c5b4f514f2eb82e
Linux,9c5b4f514f2eb82e
Ruby,9c5b4f514f2eb82e
RabbitMQ,9c5b4f514f2eb82e
"C shell",9c5b4f514f2eb82e
Elixir,9c5b4f514f2eb82e
Redis,9c5b4f514f2eb82e
Git,9c5b4f514f2eb82e
Docker,9c5b4f514f2eb82e
Python,7b51d708272ae43b
Patch,7b51d708272ae43b
Nagios,7b51d708272ae43b
Ubuntu,7b51d708272ae43b
Linux,7b51d708272ae43b
Ruby,7b51d708272ae43b
"C shell",7b51d708272ae43b
Debian,7b51d708272ae43b
Arduino,7b51d708272ae43b
Script,7b51d708272ae43b
PEARL,7b51d708272ae43b
Python,dc7055eb1e3d0609
MySQL,dc7055eb1e3d0609
Linux,dc7055eb1e3d0609
SQL,dc7055eb1e3d0609
PHP,dc7055eb1e3d0609
PostgreSQL,dc7055eb1e3d0609
OS,dc7055eb1e3d0609
Python,772e9db89c1f6481
SO,772e9db89c1f6481
"Windows Server",772e9db89c1f6481
JBoss,772e9db89c1f6481
"Red Hat Linux",772e9db89c1f6481
Linux,772e9db89c1f6481
SQL,772e9db89c1f6481
Oracle,772e9db89c1f6481
Python,c9d33bfdb7e2cb4d
"Windows Server",c9d33bfdb7e2cb4d
PowerShell,c9d33bfdb7e2cb4d
Linux,c9d33bfdb7e2cb4d
"Microsoft Windows",c9d33bfdb7e2cb4d
Python,a5eeb9bf6bc22069
MATLAB,a5eeb9bf6bc22069
Python,d8e791d9c33befd2
HTML5,d8e791d9c33befd2
SQL,d8e791d9c33befd2
PHP,d8e791d9c33befd2
Siri,bc19e3453bbf6330
Siri,57616ea5a4ed6f9b
Siri,dd8df61aa3ae525c
Siri,7c6034ce943787e0
Siri,ef8f18400769ef5a
Siri,d3ba72d4b61e8253
Siri,18254f9707b20170
Siri,418539e3d96eda1a
Siri,3207bc5828683d61
Cantera,3207bc5828683d61
Siri,b62707a21ff6352b
Siri,977265611f1ef35d
Siri,ffdf93757190fafb
Cantera,ffdf93757190fafb
Siri,ffe97b01d816eded
Cantera,ffe97b01d816eded
Siri,a9f5780ae41abb63
Swift,a9f5780ae41abb63
Siri,d6865c501e11295c
Siri,d0141f013423af50
Siri,0680029353d7531a
Siri,767af10b8046cc71
Siri,eeff46050cbab0ad
Siri,b2e94dcc8b1cdd9c
Siri,0ddbe93a3c4793ab
Siri,c5214d00f1ac8664
Siri,384a97db6ea6bf21
Siri,a5a3d5e28d24e2d3
Siri,d1766314502dc6da
Siri,da32c4a9f9d39b5a
Siri,2f859577175cac2c
Siri,5eeb3170be847f43
Swift,5eeb3170be847f43
Siri,0b1ff4f344f42e36
Siri,b0d7c3857efaa5ac
Samba,b674c1ac6e724330
Samba,8ec07521a1c466de
JBoss,8ec07521a1c466de
Unix,8ec07521a1c466de
Linux,8ec07521a1c466de
Debian,8ec07521a1c466de
PHP,8ec07521a1c466de
PostgreSQL,8ec07521a1c466de
Samba,6e90444b830c6115
Linux,6e90444b830c6115
"Windows 7",6e90444b830c6115
Samba,c39de8f637cfe4a5
Linux,c39de8f637cfe4a5
"Windows 7",c39de8f637cfe4a5
Patch,08b9d9fb2efba505
"Windows Server",08b9d9fb2efba505
Script,08b9d9fb2efba505
Patch,70412ce304b13da6
"Windows Server",70412ce304b13da6
"Microsoft Windows",70412ce304b13da6
"Windows 7",70412ce304b13da6
Patch,807deab321da0bd5
"Windows Server",807deab321da0bd5
"Microsoft Windows",807deab321da0bd5
"Windows 7",807deab321da0bd5
Patch,fbd42893a28ceda7
"Windows Server",fbd42893a28ceda7
"Microsoft Windows",fbd42893a28ceda7
"Windows 7",fbd42893a28ceda7
Patch,ab18ec4fc4122dc7
Patch,f9da6f66e9cf252b
"Windows Server",f9da6f66e9cf252b
SPIN,f9da6f66e9cf252b
Script,f9da6f66e9cf252b
SPINE,f9da6f66e9cf252b
Patch,ace9a0fa541f4789
Linux,ace9a0fa541f4789
"Android O",ace9a0fa541f4789
Android,ace9a0fa541f4789
Patch,a39a7d2a45695d6c
Unix,a39a7d2a45695d6c
SQL,a39a7d2a45695d6c
RMAN,a39a7d2a45695d6c
Script,a39a7d2a45695d6c
Unix-like,a39a7d2a45695d6c
Oracle,a39a7d2a45695d6c
Patch,95c36cb8079daa44
Unix,95c36cb8079daa44
"Windows NT",95c36cb8079daa44
Patch,dc49baefb8fd1973
"Windows Server",dc49baefb8fd1973
"Microsoft Windows",dc49baefb8fd1973
Patch,89929d5d5416dea8
Patch,7d23764b5c23c07f
"Windows 8",7d23764b5c23c07f
Patch,b2b57402e9a802ca
Patch,044e996bcc15d23b
MySQL,044e996bcc15d23b
Linux,044e996bcc15d23b
Debian,044e996bcc15d23b
Oracle,044e996bcc15d23b
Patch,c31442f83068fe04
virus,c31442f83068fe04
"Microsoft Office",c31442f83068fe04
"Microsoft Windows",c31442f83068fe04
Patch,2a96c87451b06401
"Windows Server",2a96c87451b06401
SQL,2a96c87451b06401
"Microsoft Windows",2a96c87451b06401
"Windows 7",2a96c87451b06401
Patch,5a7f1f02380045aa
Unix,5a7f1f02380045aa
Patch,66c3d69388585df3
Linux,66c3d69388585df3
Patch,df681078b8ab9cb7
"Windows Server",df681078b8ab9cb7
SQL,df681078b8ab9cb7
"Microsoft Windows",df681078b8ab9cb7
"Windows 7",df681078b8ab9cb7
Ease,351ce3be6aa086ab
Octave,e4a4f8eb23fa61eb
MATLAB,e4a4f8eb23fa61eb
"Pacchetto Office",e4a4f8eb23fa61eb
Linux,e4a4f8eb23fa61eb
Octave,9fe3e2f77c9a7f56
MATLAB,9fe3e2f77c9a7f56
"Pacchetto Office",9fe3e2f77c9a7f56
Linux,9fe3e2f77c9a7f56
JDOM,a8dfff497c38e4c2
"C shell",a8dfff497c38e4c2
RPG,a8dfff497c38e4c2
JDOM,145e9a0fa3044d91
SQL,145e9a0fa3044d91
"C shell",145e9a0fa3044d91
HTML,145e9a0fa3044d91
RPG,145e9a0fa3044d91
Script,145e9a0fa3044d91
XML,145e9a0fa3044d91
JDOM,4f738410fb5b187e
"C shell",4f738410fb5b187e
MS-DOS,83832afbb8fba8dc
"Windows Server",83832afbb8fba8dc
OS/2,83832afbb8fba8dc
"Microsoft Access",83832afbb8fba8dc
"Windows 2000",83832afbb8fba8dc
SQL,83832afbb8fba8dc
"Microsoft Exchange",83832afbb8fba8dc
"Windows Server 2003",83832afbb8fba8dc
"Windows NT",83832afbb8fba8dc
MS-DOS,2300ee3d98522b17
PowerShell,2300ee3d98522b17
"Microsoft Access",2300ee3d98522b17
SQL,2300ee3d98522b17
MS-DOS,28c0faeb9db41be5
"Content management",28c0faeb9db41be5
Monit,6f99259a9cc09df0
AIX,891ac73a1e7d19f6
AIX,73197f9128dac68d
Unix,73197f9128dac68d
Linux,73197f9128dac68d
AIX,781ea86e7a2f6722
Unix,781ea86e7a2f6722
AIX,1b662a31dcdd3dcf
Linux,1b662a31dcdd3dcf
"Apache HTTP Server",1b662a31dcdd3dcf
AIX,98b52c2e21e024c6
HP-UX,98b52c2e21e024c6
Unix,98b52c2e21e024c6
"C shell",98b52c2e21e024c6
AIX,50e53418e9e7bb5f
HP-UX,50e53418e9e7bb5f
Unix,50e53418e9e7bb5f
AIX,5315e491eab6156d
Linux,5315e491eab6156d
AIX,f18f17a4c3e1a3fa
Unix,f18f17a4c3e1a3fa
Oracle,f18f17a4c3e1a3fa
AIX,a01dfb0f837a461e
Unix,a01dfb0f837a461e
Linux,a01dfb0f837a461e
AIX,8ff521a48f43923d
Linux,8ff521a48f43923d
AIX,03a070ca4008e87a
Z/OS,03a070ca4008e87a
Unix,03a070ca4008e87a
sftp,03a070ca4008e87a
AIX,fe0888361e834b25
"Windows Server",fe0888361e834b25
Unix,fe0888361e834b25
Linux,fe0888361e834b25
Oracle,fe0888361e834b25
AIX,a865585198042332
Unix,a865585198042332
Linux,a865585198042332
RMAN,a865585198042332
PostgreSQL,a865585198042332
Oracle,a865585198042332
AIX,2fd0bf4409b2155a
Unix,2fd0bf4409b2155a
Linux,2fd0bf4409b2155a
RMAN,2fd0bf4409b2155a
PostgreSQL,2fd0bf4409b2155a
Oracle,2fd0bf4409b2155a
AIX,dc570a937e24500b
HP-UX,dc570a937e24500b
Unix,dc570a937e24500b
Linux,dc570a937e24500b
AIX,094e1d841bbf1099
"Windows Server",094e1d841bbf1099
Unix,094e1d841bbf1099
Linux,094e1d841bbf1099
Oracle,094e1d841bbf1099
AIX,a795bbc0941cd655
Cloudera,a795bbc0941cd655
"Windows Server",a795bbc0941cd655
JBoss,a795bbc0941cd655
Unix,a795bbc0941cd655
Linux,a795bbc0941cd655
SQL,a795bbc0941cd655
Redis,a795bbc0941cd655
POSTGRES,a795bbc0941cd655
Oracle,a795bbc0941cd655
AIX,75c86320e6fe8f80
Cloudera,75c86320e6fe8f80
HP-UX,75c86320e6fe8f80
Unix,75c86320e6fe8f80
Linux,75c86320e6fe8f80
SQL,75c86320e6fe8f80
Unix-like,75c86320e6fe8f80
Oracle,75c86320e6fe8f80
AIX,7e16c67bb2fc0f3e
SunOS,7e16c67bb2fc0f3e
UNICODE,7e16c67bb2fc0f3e
Oracle,7e16c67bb2fc0f3e
wc,d17a11bdd6da9bc7
wc,0520831fb575c3d6
Scala,0520831fb575c3d6
wc,1045da0809df5db8
Soul,588b1c3c58e9a3d8
JScript,c493ad48bda807f6
jQuery,c493ad48bda807f6
CSS,c493ad48bda807f6
"Visual Basic",c493ad48bda807f6
HTML,c493ad48bda807f6
JScript,a31dc5138d20820c
jQuery,a31dc5138d20820c
CSS,a31dc5138d20820c
"Visual Basic",a31dc5138d20820c
HTML,a31dc5138d20820c
Cloudera,5eb39cf8e504f1bf
Cloudera,8fc5d0af4e2b6878
Cloudera,ad2d01361a3c42dd
JUnit,5fe234375968475d
Oracle,5fe234375968475d
JUnit,6fd848fe84736172
Mercurial,6fd848fe84736172
Git,6fd848fe84736172
JUnit,6b37e5abfeefd0cd
SQL,6b37e5abfeefd0cd
XML,6b37e5abfeefd0cd
Git,6b37e5abfeefd0cd
Processing,6b37e5abfeefd0cd
Oracle,6b37e5abfeefd0cd
MIDAS,1d9976698de7c33f
BOND,e3d87852e9c3e292
BOND,5cf74ce688db5691
"Outlook Express",7157cc2ab2ffda86
"Outlook Express",f56723c675a972b7
"Outlook Express",2184265c244fd14b
"Outlook Express",5a89683f7a9c6992
"Outlook Express",25f77ca92d5f2236
"Outlook Express",af37d63ff4830e19
"Pacchetto Office",af37d63ff4830e19
"Outlook Express",40b7fbb30fb70e4d
"Outlook Express",8d6e16d504f261d5
"Outlook Express",9f0372db8ee3496d
"Outlook Express",32e124441bb55a1f
"Pacchetto Office",32e124441bb55a1f
"Outlook Express",16e050999488533f
"Outlook Express",8ca683bbb3ee08a6
OpenCV,e0ce244936213c98
OpenGL,e0ce244936213c98
Linux,e0ce244936213c98
"Android O",e0ce244936213c98
Android,e0ce244936213c98
OpenCV,c30741b9feade6b9
Swift,c30741b9feade6b9
iOS,c30741b9feade6b9
"Android O",c30741b9feade6b9
Android,c30741b9feade6b9
OpenCV,dad1fc625d553483
C#,dad1fc625d553483
SQL,dad1fc625d553483
PHP,dad1fc625d553483
Drupal,dad1fc625d553483
join,dad1fc625d553483
OpenCV,2a7fcf0c8a2582bf
Swift,2a7fcf0c8a2582bf
iOS,2a7fcf0c8a2582bf
"Android O",2a7fcf0c8a2582bf
Android,2a7fcf0c8a2582bf
OpenCV,8598053086a6c6d6
C#,8598053086a6c6d6
SQL,8598053086a6c6d6
PHP,8598053086a6c6d6
".NET Framework",8598053086a6c6d6
Drupal,8598053086a6c6d6
join,8598053086a6c6d6
Tk,a62f4332e0303f4d
OBJ,f494e1d689bf9a64
SQL,f494e1d689bf9a64
Melissa,b4f45b41e1df149c
Ember.js,882905dd98df2a0c
JavaScript,882905dd98df2a0c
HTML,882905dd98df2a0c
Handlebars,882905dd98df2a0c
Hermes,0f493f0518dee484
SO,f77c3ee5f0146484
HP-UX,f77c3ee5f0146484
SO,9facf8f402444018
SO,3fd1774098374930
SO,aca21eb958d78cee
SO,7460ce80dcce2a3e
SO,8761e36f8c280f77
SO,c280ae1eb006d6e0
"Pacchetto Office",c280ae1eb006d6e0
SQL,c280ae1eb006d6e0
DBase,c280ae1eb006d6e0
SO,2fa9c48763761cd7
SO,894d5ca086c2ff4b
SO,9010704f06514994
SO,d1415c9111ae5808
"Pacchetto Office",d1415c9111ae5808
SQL,d1415c9111ae5808
SO,f1ac6f22c2367688
SO,92f9f14a51fd93b3
SO,ee9a6756ded596f4
SO,033c0c9d04faffa1
SO,ac4f339393d9ce02
SO,30b39aa7f46e036c
SO,f8e1831ae468a08f
SO,e8d0e44e9d426094
MySQL,e8d0e44e9d426094
Linux,e8d0e44e9d426094
SO,00cef733bce4a985
JBoss,00cef733bce4a985
Linux,00cef733bce4a985
"C shell",00cef733bce4a985
SO,a6d59394cdf2f3b1
MySQL,a6d59394cdf2f3b1
CodeIgniter,a6d59394cdf2f3b1
jQuery,a6d59394cdf2f3b1
JavaScript,a6d59394cdf2f3b1
HTML5,a6d59394cdf2f3b1
Linux,a6d59394cdf2f3b1
SQL,a6d59394cdf2f3b1
PHP,a6d59394cdf2f3b1
SO,574a2f00151208bf
CSS,574a2f00151208bf
JavaScript,574a2f00151208bf
Linux,574a2f00151208bf
PHP,574a2f00151208bf
HTML,574a2f00151208bf
SO,1e13a7a2f4b97bc3
SO,37ea4806af64a8d1
MySQL,37ea4806af64a8d1
CodeIgniter,37ea4806af64a8d1
jQuery,37ea4806af64a8d1
JavaScript,37ea4806af64a8d1
HTML5,37ea4806af64a8d1
Linux,37ea4806af64a8d1
SQL,37ea4806af64a8d1
PHP,37ea4806af64a8d1
SO,0d1d1abe62645ef4
SO,0dd42bb6d3c5b6b3
SO,17fbf987f34b1d04
JBoss,17fbf987f34b1d04
Linux,17fbf987f34b1d04
"C shell",17fbf987f34b1d04
SO,6ff5add401c85c8a
JBoss,6ff5add401c85c8a
Linux,6ff5add401c85c8a
"C shell",6ff5add401c85c8a
SO,56dbec8ead748505
driver,56dbec8ead748505
SO,3489f0449e1aeb40
SO,1e7589e34226a81b
SAS,1e7589e34226a81b
MySQL,1e7589e34226a81b
Linux,1e7589e34226a81b
Oracle,1e7589e34226a81b
SO,d2953560a70ef5e8
JBoss,d2953560a70ef5e8
Linux,d2953560a70ef5e8
"C shell",d2953560a70ef5e8
SO,75cca4e9b84938af
MySQL,75cca4e9b84938af
CodeIgniter,75cca4e9b84938af
jQuery,75cca4e9b84938af
JavaScript,75cca4e9b84938af
HTML5,75cca4e9b84938af
Linux,75cca4e9b84938af
SQL,75cca4e9b84938af
PHP,75cca4e9b84938af
SO,5301b6086bf2af50
iOS,5301b6086bf2af50
"Android O",5301b6086bf2af50
Android,5301b6086bf2af50
SO,525583a82c97a39e
JBoss,525583a82c97a39e
Linux,525583a82c97a39e
"C shell",525583a82c97a39e
SO,a7e0d706d89a0683
SO,469d499330b0742c
Parasolid,469d499330b0742c
C#,469d499330b0742c
SQL,469d499330b0742c
SO,896fe22d25ea595d
SO,1a96889375dc0223
SO,2adb1f221b39355a
SO,54c5ae216eb0cf77
CRaSH,54c5ae216eb0cf77
iOS,54c5ae216eb0cf77
"iOS 6",54c5ae216eb0cf77
"Windows Phone",54c5ae216eb0cf77
"iOS 7",54c5ae216eb0cf77
Git,54c5ae216eb0cf77
eMule,54c5ae216eb0cf77
SO,b18041e1a7f51659
SO,936a5b44f3b180cc
SO,d2027a61f75810b2
Parasolid,d2027a61f75810b2
C#,d2027a61f75810b2
SQL,d2027a61f75810b2
SO,583096d8496898fd
SO,1dcde6caeb515b16
KISS,1dcde6caeb515b16
Perl,1dcde6caeb515b16
join,1dcde6caeb515b16
SO,ba66f3414eba1257
SAS,ba66f3414eba1257
SO,fafad6e17a835bca
Parasolid,9220bef8cf71d68e
Swift,b61e3aca159e85c0
Swift,390165b3403612ac
Swift,3bb8b577646c26ed
Swift,79478c4966fa4cfa
jQuery,79478c4966fa4cfa
CSS,79478c4966fa4cfa
JavaScript,79478c4966fa4cfa
HTML5,79478c4966fa4cfa
Eclipse,79478c4966fa4cfa
Linux,79478c4966fa4cfa
macOS,79478c4966fa4cfa
XML,79478c4966fa4cfa
Xcode,79478c4966fa4cfa
Swift,28f9cfe838c88a6d
iOS,28f9cfe838c88a6d
"Android O",28f9cfe838c88a6d
Android,28f9cfe838c88a6d
Swift,8b1537a11f9997d4
watch,8b1537a11f9997d4
iOS,8b1537a11f9997d4
Swift,30aec81c94bf89fd
iOS,30aec81c94bf89fd
Swift,489cc9646193e44d
"Objective C",489cc9646193e44d
iOS,489cc9646193e44d
SQLite,489cc9646193e44d
Swift,e8012faf7db89292
"Objective C",e8012faf7db89292
iOS,e8012faf7db89292
"Android O",e8012faf7db89292
Android,e8012faf7db89292
Swift,28ecf66a1160ca8e
iOS,28ecf66a1160ca8e
Swift,c95292eaa7642581
Swift,31858491581bcf76
iOS,31858491581bcf76
Xcode,31858491581bcf76
Swift,a03e9d0de3b38476
iOS,a03e9d0de3b38476
SQL,a03e9d0de3b38476
"Android O",a03e9d0de3b38476
Android,a03e9d0de3b38476
Swift,f7f8be106bda872d
watch,f7f8be106bda872d
iOS,f7f8be106bda872d
Swift,7ba703a4d2d2ca69
iOS,7ba703a4d2d2ca69
"iOS 10",7ba703a4d2d2ca69
Swift,a0a33e8c94e72963
iOS,a0a33e8c94e72963
"Android O",a0a33e8c94e72963
Android,a0a33e8c94e72963
Swift,4a9373137a848cd7
iOS,4a9373137a848cd7
"Android O",4a9373137a848cd7
Android,4a9373137a848cd7
Swift,670a347b5f892759
"Objective C",670a347b5f892759
iOS,670a347b5f892759
"social network",670a347b5f892759
Swift,2aa18f6afb826ad9
iOS,2aa18f6afb826ad9
Swift,161195933a6f0bcd
iOS,161195933a6f0bcd
Swift,8495246c206ddd5f
iOS,8495246c206ddd5f
Swift,ccb83fe9db821016
iOS,ccb83fe9db821016
Swift,e554bcd9724f1160
iOS,e554bcd9724f1160
Swift,9c469a1eb9de80cd
iOS,9c469a1eb9de80cd
Swift,358b95f1e78724c9
iOS,358b95f1e78724c9
Swift,2586b6fd0193d6ab
iOS,2586b6fd0193d6ab
Swift,7d37a381803ef1d9
"Objective C",7d37a381803ef1d9
iOS,7d37a381803ef1d9
CoCoA,7d37a381803ef1d9
Swift,9ebdd8d3664c309a
iOS,9ebdd8d3664c309a
HTML,9ebdd8d3664c309a
Swift,0bf2db9517f3e1f9
iOS,0bf2db9517f3e1f9
Swift,6ef9656ae7c8babb
iOS,6ef9656ae7c8babb
"Android O",6ef9656ae7c8babb
Android,6ef9656ae7c8babb
Swift,b45bcf1ea15d38c9
iOS,b45bcf1ea15d38c9
Swift,1e2fb63a0834d2ac
jQuery,1e2fb63a0834d2ac
iOS,1e2fb63a0834d2ac
JavaScript,1e2fb63a0834d2ac
HTML5,1e2fb63a0834d2ac
C#,1e2fb63a0834d2ac
SQLite,1e2fb63a0834d2ac
"Android O",1e2fb63a0834d2ac
Android,1e2fb63a0834d2ac
Xcode,1e2fb63a0834d2ac
Swift,f4f3c6d142acf289
"Android O",f4f3c6d142acf289
Android,f4f3c6d142acf289
Swift,f4c80dd86d02fa66
iOS,f4c80dd86d02fa66
"Android O",f4c80dd86d02fa66
Android,f4c80dd86d02fa66
Swift,47af16835595081f
iOS,47af16835595081f
"Android O",47af16835595081f
Android,47af16835595081f
Swift,7e355d5b01afb657
iOS,7e355d5b01afb657
CSS,7e355d5b01afb657
Swift,ba6c26d2ab04e152
iOS,ba6c26d2ab04e152
Git,ba6c26d2ab04e152
Xcode,ba6c26d2ab04e152
Swift,ebcdaf34bfb855c2
iOS,ebcdaf34bfb855c2
"Android O",ebcdaf34bfb855c2
Android,ebcdaf34bfb855c2
Swift,6a4b731ddc275d96
iOS,6a4b731ddc275d96
HTML5,6a4b731ddc275d96
Swift,f9a6eb8ff75e4637
"Objective C",f9a6eb8ff75e4637
iOS,f9a6eb8ff75e4637
Swift,7362bc7a23b0f27a
"Objective C",7362bc7a23b0f27a
iOS,7362bc7a23b0f27a
Git,7362bc7a23b0f27a
Xcode,7362bc7a23b0f27a
Swift,a28d74d621908c70
jQuery,a28d74d621908c70
iOS,a28d74d621908c70
JavaScript,a28d74d621908c70
"Windows Phone",a28d74d621908c70
Xcode,a28d74d621908c70
Swift,c8a6f9b6bdcb579f
iOS,c8a6f9b6bdcb579f
CSS,c8a6f9b6bdcb579f
JavaScript,c8a6f9b6bdcb579f
HTML5,c8a6f9b6bdcb579f
Swift,2b34c71ac6f0ffc8
CSS,2b34c71ac6f0ffc8
JavaScript,2b34c71ac6f0ffc8
HTML5,2b34c71ac6f0ffc8
SQL,2b34c71ac6f0ffc8
XML,2b34c71ac6f0ffc8
Xcode,2b34c71ac6f0ffc8
Swift,7a2dfe09e234eedf
iOS,7a2dfe09e234eedf
"Android Studio",7a2dfe09e234eedf
"Android O",7a2dfe09e234eedf
Android,7a2dfe09e234eedf
Swift,93c8d8b517c06156
CSS,93c8d8b517c06156
JavaScript,93c8d8b517c06156
HTML5,93c8d8b517c06156
SQL,93c8d8b517c06156
XML,93c8d8b517c06156
Xcode,93c8d8b517c06156
Swift,6c318c2d547ed8ab
iOS,6c318c2d547ed8ab
"Android Studio",6c318c2d547ed8ab
"Android O",6c318c2d547ed8ab
Android,6c318c2d547ed8ab
Swift,5b8277e131eab373
iOS,5b8277e131eab373
"Android Studio",5b8277e131eab373
"Android O",5b8277e131eab373
Android,5b8277e131eab373
Swift,b337b8931c334409
iOS,b337b8931c334409
"Android Studio",b337b8931c334409
"Android O",b337b8931c334409
Android,b337b8931c334409
Swift,e6e3cc8ebc74f72d
iOS,e6e3cc8ebc74f72d
CoCoA,e6e3cc8ebc74f72d
Swift,ec86194f7c8cce17
iOS,ec86194f7c8cce17
"Android Studio",ec86194f7c8cce17
"Android O",ec86194f7c8cce17
Android,ec86194f7c8cce17
Swift,28a4bef3448c73a8
iOS,28a4bef3448c73a8
"Android Studio",28a4bef3448c73a8
"Android O",28a4bef3448c73a8
Android,28a4bef3448c73a8
Swift,f235477a4b4a6a96
iOS,f235477a4b4a6a96
CoCoA,f235477a4b4a6a96
Swift,9cc9e06165f7054b
iOS,9cc9e06165f7054b
"Android Studio",9cc9e06165f7054b
"Android O",9cc9e06165f7054b
Android,9cc9e06165f7054b
Swift,6c6f369e17428bd3
"Objective C",6c6f369e17428bd3
iOS,6c6f369e17428bd3
Swift,c5209f75f81449fd
iOS,c5209f75f81449fd
"Android O",c5209f75f81449fd
Android,c5209f75f81449fd
Swift,904f8c9dc84a84a3
iOS,904f8c9dc84a84a3
"Android Studio",904f8c9dc84a84a3
"Android O",904f8c9dc84a84a3
Android,904f8c9dc84a84a3
Zimbra,819afeadb91e252c
Linux,819afeadb91e252c
"Microsoft Office",819afeadb91e252c
"C shell",819afeadb91e252c
Zimbra,6a9c1558fe39563c
Linux,6a9c1558fe39563c
"Microsoft Office",6a9c1558fe39563c
"C shell",6a9c1558fe39563c
"CSS preprocessor",0f582517a49e33f0
LESS,0f582517a49e33f0
"Objective C",0f582517a49e33f0
CSS,0f582517a49e33f0
JavaScript,0f582517a49e33f0
HTML,0f582517a49e33f0
"CSS preprocessor",80f7c8650f19d017
jQuery,80f7c8650f19d017
CSS,80f7c8650f19d017
JavaScript,80f7c8650f19d017
HTML5,80f7c8650f19d017
"CSS preprocessor",16642cdad064a23f
Assembly,16642cdad064a23f
Docear,16642cdad064a23f
CSS,16642cdad064a23f
"Creo Elements/Direct Modeling",80788641f0cb6cc3
"Creo Elements/Direct Modeling",fdffb63ea64929f9
Bistro,e1fa466792427a0a
Bistro,f58e5d720f4632e5
Bistro,bd001468c5aaf356
Bistro,24d9f81f0cf67bca
SAS,442b3149b207ab82
SAS,373d4030499f9339
SAS,1822a1cc113b4bf5
Unix,1822a1cc113b4bf5
SAS,4136740d1dacc1f7
Unix,4136740d1dacc1f7
SAS,d157fb94e63c7b41
SAS,270bb0ed1b49a894
SAS,a95fed712bf6b4e5
Unix,a95fed712bf6b4e5
"Microsoft Windows",a95fed712bf6b4e5
SAS,9d23d982d8c4ac32
SAS,db7a459689680d79
SAS,1db73ccd8166d971
SAS,2feb27e9b01a2175
SAS,9883f728db82caa0
SAS,9e7ea89e52354bca
SAS,6d7bb779afa29fdc
SAS,3ff336c0191b5970
SAS,6dc00918e12315c3
SAS,f7e21c4706160b16
Oracle,f7e21c4706160b16
SAS,0544c19ad28a9a26
SAS,831e450e36d4c225
SAS,715a4e4ac6b9ba6d
SAS,73eaad9a84adc02f
SAS,f96c296fde59d312
SAS,337a700ca3b0fb62
SAS,9fed31f8bef35b86
SAS,9f111af625d05536
SAS,0efeffba19f0ee57
SAS,898493f446937e8c
SAS,cc9d5da1d6de954f
SAS,2cfa29ca0bfdb8c5
SAS,090a30975171025a
SAS,1ce4f0e0cc9e2a45
SAS,3590d4361e07def4
SAS,8ed49c219b0c6da1
SAS,044ef59962090ef4
SAS,1b0bee54232304d0
NPL,1b0bee54232304d0
SAS,6a2808cba58b6363
SAS,71500279894bf327
NPL,71500279894bf327
SAS,1a5603431d628f72
"Pacchetto Office",1a5603431d628f72
SAS,ad70419cbb51c952
SAS,2b5368e62781cbab
SAS,6ddad6e412310d0f
SAS,969f39c86ec3af19
SAS,56392abc8b97a638
SAS,dcb5da1a92f443d4
SAS,d1722f80c64e192a
A2,d1722f80c64e192a
SAS,746a5565fba3f9ca
SAS,41bf016d9a83c592
SAS,efb9f5561efd32d5
SAS,24f539ca2b65e65d
SAS,80d125e38279b4ef
SAS,cac34f12ef419b73
SAS,2c39935d3180c924
SAS,f3132df4cfb0cf87
SAS,e1a0d02b2112f6aa
"Pacchetto Office",e1a0d02b2112f6aa
